Nro. Piloto               Auto      Pais        Vlts.  Tiempo      
 1   Juan Manuel Fangio   Maserati  Argentina   22     3h 30m 38.3s
10   Mike Hawthorn        Ferrari   Inglaterra  22     3h 30m 42.2s
 7   Peter Collins        Ferrari   Inglaterra  22     3h 31m 13.9s
 6   Luigi Musso          Ferrari   Italia      22     3h 33m 15.8s
 8   Stirling Moss        Vanwall   Inglaterra  22     3h 35m 15.5s
